Name,Systemsize,h,Max_diff,RMSE,MAE
12022N2.cif,218,0.01,2.7059418254358434,0.021317680992509237,0.00039425387335546006
12022N2.cif,218,0.001,0.0334307665366822,0.0002698876002893896,4.573705911135698e-06
12022N2.cif,218,0.0001,0.0003350005480342588,2.7051813638297965e-06,4.580877423357336e-08
12022N2.cif,218,1e-05,3.348111405898635e-06,2.704064466946319e-08,5.04797647965648e-10
12022N2.cif,218,1e-06,1.4224734457002342e-07,1.7882065809720864e-09,6.177120698745405e-10
12022N2.cif,218,1e-07,1.2189501603643293e-06,1.7406463665289488e-08,6.077169837704191e-09
12022N2.cif,218,1e-08,9.519530692614353e-06,1.6148225644525887e-07,5.916124019085962e-08
20560N3.cif,120,0.01,0.13676129709168805,0.0033731535678151133,0.0002996841037454201
20560N3.cif,120,0.001,0.0014958108411491366,3.6199370698330054e-05,3.1385228891244355e-06
20560N3.cif,120,0.0001,1.4971748882430802e-05,3.6225414503309215e-07,3.1400239659582415e-08
20560N3.cif,120,1e-05,1.4864724562357878e-07,3.5969403547615054e-09,3.5811441645762975e-10
20560N3.cif,120,1e-06,4.811944620541908e-08,1.3436279720788868e-09,6.642140176581576e-10
20560N3.cif,120,1e-07,4.079253201894062e-07,1.2495894751913865e-08,6.611892190088675e-09
20560N3.cif,120,1e-08,5.218211150292973e-06,1.4237164799994427e-07,6.683936896709255e-08
AFR.cif,96,0.01,0.031491240981658564,0.001011002726850932,0.00013393532633088428
AFR.cif,96,0.001,0.00031140440430732497,9.866187966606439e-06,1.320360975932286e-06
AFR.cif,96,0.0001,3.1136752909333154e-06,9.863553024928528e-08,1.320208152665982e-08
AFR.cif,96,1e-05,3.1407658696025464e-08,9.556834726330283e-10,1.7451338029291958e-10
AFR.cif,96,1e-06,6.448142642057064e-08,1.6134501601620349e-09,7.533005415315407e-10
AFR.cif,96,1e-07,7.145489391291449e-07,1.5742386917487566e-08,7.568450496166043e-09
AFR.cif,96,1e-08,5.060250252597598e-06,1.5771976124196242e-07,7.495553701005905e-08
NPT.cif,108,0.01,0.022976195861190263,0.000773246711765436,0.0001122924511013497
NPT.cif,108,0.001,0.0002295640057425885,7.558700473777234e-06,1.1050116247171845e-06
NPT.cif,108,0.0001,2.295582554268094e-06,7.556807560114178e-08,1.1048297358580821e-08
NPT.cif,108,1e-05,2.3726080655706028e-08,7.274781465352426e-10,1.5442692479967496e-10
NPT.cif,108,1e-06,3.841962126216458e-08,1.5079062264211067e-09,7.961716342766435e-10
NPT.cif,108,1e-07,3.062751048332757e-07,1.3926669987548808e-08,7.822543596512949e-09
NPT.cif,108,1e-08,4.143792942556956e-06,1.55887208820677e-07,8.0489530087191e-08
RSM0059.cif,38,0.01,0.13012884438337124,0.006512523339970945,0.0010195012073615994
RSM0059.cif,38,0.001,0.0013247679106420662,6.815622713046005e-05,1.0615461347213447e-05
RSM0059.cif,38,0.0001,1.3255227408137671e-05,6.818812861685864e-07,1.0619863050685616e-07
RSM0059.cif,38,1e-05,1.3255834474534822e-07,6.819204565519831e-09,1.0953727137929087e-09
RSM0059.cif,38,1e-06,3.5392893948937854e-08,1.2951272196851543e-09,7.602077317416158e-10
RSM0059.cif,38,1e-07,2.676635375564729e-07,1.4011465473150172e-08,7.968140823302456e-09
RSM0059.cif,38,1e-08,3.9852797897310666e-06,1.3238223004725855e-07,7.464007607592407e-08
RSM0122.cif,44,0.01,0.5922106270155538,0.013224601409680637,0.0013121286460702796
RSM0122.cif,44,0.001,0.00693215240566758,0.0001519031592374645,1.4242700770000903e-05
RSM0122.cif,44,0.0001,6.94302253521073e-05,1.521145998452468e-06,1.4254636439077598e-07
RSM0122.cif,44,1e-05,6.923910405021161e-07,1.5173384697921134e-08,1.4584145289842223e-09
RSM0122.cif,44,1e-06,3.924912306274564e-08,1.436427272071351e-09,7.636458714544864e-10
RSM0122.cif,44,1e-07,3.460257005372114e-07,1.5046694722396384e-08,7.893693643014286e-09
RSM0122.cif,44,1e-08,4.789866011378763e-06,1.5484014125751468e-07,7.407887035922718e-08
RSM0788.cif,86,0.01,0.11974641066630554,0.0037836107902297768,0.0004154225826408596
RSM0788.cif,86,0.001,0.0012628309628688328,3.9761950667035816e-05,4.323497765394569e-06
RSM0788.cif,86,0.0001,1.2635132037530639e-05,3.9783912904707665e-07,4.325831722707023e-08
RSM0788.cif,86,1e-05,1.2647358715867085e-07,3.974270557786718e-09,4.824425017837359e-10
RSM0788.cif,86,1e-06,3.955912575293041e-08,1.297275982659471e-09,7.150201461748632e-10
RSM0788.cif,86,1e-07,3.3554458411799715e-07,1.2455560988447734e-08,7.165545210814262e-09
RSM0788.cif,86,1e-08,4.603161123384325e-06,1.3638845446157194e-07,7.14776745317176e-08
RSM1440.cif,124,0.01,0.15675226746305881,0.0039595741144038505,0.00031899825452800194
RSM1440.cif,124,0.001,0.0015978327259986713,4.116213937047376e-05,3.3020271355431368e-06
RSM1440.cif,124,0.0001,1.598113625433939e-05,4.117829687244207e-07,3.303196969466052e-08
RSM1440.cif,124,1e-05,1.6042875117250333e-07,4.119685668233395e-09,3.73268091237427e-10
RSM1440.cif,124,1e-06,5.240210043666593e-08,1.3865903086907636e-09,6.174284676445438e-10
RSM1440.cif,124,1e-07,4.539307667528192e-07,1.238448038046241e-08,6.092082008878394e-09
RSM1440.cif,124,1e-08,5.7136252848977165e-06,1.4673738409437839e-07,6.208172506451202e-08
RSM1854.cif,145,0.01,0.5056720267638894,0.006615410642097184,0.00038130147016302647
RSM1854.cif,145,0.001,0.006355299580995677,7.582851154657269e-05,4.104877579898919e-06
RSM1854.cif,145,0.0001,6.370120249243882e-05,7.593745020790718e-07,4.108043138394394e-08
RSM1854.cif,145,1e-05,6.385218611626442e-07,7.585354021771533e-09,4.561139271648042e-10
RSM1854.cif,145,1e-06,7.334328699926118e-08,1.3587624210869265e-09,6.776415373217898e-10
RSM1854.cif,145,1e-07,8.926878791726267e-07,1.3118024683185956e-08,6.766278642312196e-09
RSM1854.cif,145,1e-08,6.653222783370438e-06,1.3993904540734444e-07,6.75931552056332e-08
SAS.cif,96,0.01,0.029418502153745862,0.0009399466697766245,0.00013162182245137895
SAS.cif,96,0.001,0.00028880600719105587,9.051427553110287e-06,1.2882237709853355e-06
SAS.cif,96,0.0001,2.8873340056634333e-06,9.04790755278895e-08,1.2880244091877601e-08
SAS.cif,96,1e-05,2.6901588512373564e-08,8.805468487126e-10,1.7483831825273502e-10
SAS.cif,96,1e-06,3.8790140877154045e-08,1.5194004057163762e-09,7.860953625039067e-10
SAS.cif,96,1e-07,3.0567333197950575e-07,1.415877150996836e-08,7.901695026616727e-09
SAS.cif,96,1e-08,4.253920785401988e-06,1.6063367440091739e-07,8.056661641120544e-08
