File_Name,Atomic_weight,Number_of_atoms,Cv_molar_250,Cv_molar_260,Cv_molar_270,Cv_molar_280,Cv_molar_290,Cv_molar_300,Cv_molar_310,Cv_molar_320,Cv_molar_330,Cv_molar_340,Cv_molar_350,Cv_molar_360,Cv_molar_370,Cv_molar_380,Cv_molar_390,Cv_molar_400,Cv_gravimetric_250,Cv_gravimetric_260,Cv_gravimetric_270,Cv_gravimetric_280,Cv_gravimetric_290,Cv_gravimetric_300,Cv_gravimetric_310,Cv_gravimetric_320,Cv_gravimetric_330,Cv_gravimetric_340,Cv_gravimetric_350,Cv_gravimetric_360,Cv_gravimetric_370,Cv_gravimetric_380,Cv_gravimetric_390,Cv_gravimetric_400,Opt
12022N2.traj,18265.023999999987,1744,9.741885139213132,10.05005386013401,10.353629303933635,10.652466715453697,10.946415869329693,11.235327974651382,11.519061341367149,11.797485860867893,12.07048638609935,12.337965119566665,12.599843130883688,12.856061130424818,13.106579623888049,13.351378565993594,13.590456621735154,13.823830131941472,0.9301847992528076,0.959609685269164,0.9885959912267444,1.0171298954631134,1.0451970540039257,1.0727832598408862,1.099874983977263,1.126459803247651,1.1525267230613705,1.1780664054164,1.203071313799597,1.2275357870573231,1.2514560541535982,1.2748302011041894,1.2976581004386376,1.3199413124289323,True
13180N3.traj,6982.832000000009,784,8.96840452438902,9.27700915215659,9.581824213221976,9.882571877927056,10.178980572254469,10.470792045499016,10.75776697200274,11.039689163350856,11.316368508787695,11.58764278751596,11.853378509268698,12.113470941823437,12.36784347867262,12.616446489307632,12.859255780552084,13.096270781705677,1.0069308766301384,1.041579573343703,1.0758027950788476,1.109569348409757,1.1428487422649565,1.1756119814526855,1.207832195597737,1.23948511206729,1.2705493861071755,1.301006804318434,1.3308423790328403,1.3600443514020617,1.3886041204026274,1.4165161137511502,1.443777615149959,1.4703885605234717,True
13181N3.traj,7240.016000000013,784,9.519830148023647,9.819499584195484,10.114960373713089,10.40602090346766,10.692486019651671,10.974165199457016,11.250879055121269,11.522464304640046,11.788777368112072,12.049696761867242,12.305124465845855,12.554986435225077,12.799232417151403,13.037835219567196,13.270789563130323,13.498110630394711,1.0308743566382348,1.0633246769080682,1.095319255232453,1.1268373423924245,1.157857805757183,1.188360014173213,1.2183245422682845,1.247733708715254,1.276571965669668,1.3048261580228413,1.3324856714713245,1.359542487919425,1.385991165633706,1.4118287600663677,1.437054699533006,1.46167062810765,True
16050N2.traj,16235.638400000127,1520,9.398705590568133,9.71683887013258,10.030321817468206,10.3390132056626,10.642767825423784,10.941440958618516,11.234892671301557,11.522991675263992,11.805618602975654,12.082668619969114,12.35405335949317,12.61970220770616,12.879562996255151,13.133602175681654,13.381804550544262,13.62417265799093,0.8799181249111491,0.9097021452880724,0.9390507959669484,0.9679508551143284,0.9963887280615972,1.0243508661230107,1.0518241685142624,1.0787963438752817,1.105256216874284,1.1311939727823026,1.156601338597777,1.1814717033678954,1.205800183028693,1.2295836366395023,1.2528206415848184,1.2755114353954848,True
18150N2.traj,13379.520000000102,1040,11.28654806291372,11.59210333696332,11.890822952807644,12.182872693106749,12.46837968118433,12.74744141055947,13.020133885885144,13.28651870275685,13.546649004228108,13.800574331006327,14.048344435120455,14.290012158742297,14.525635495876188,14.755278959235705,14.979014371401922,15.196921191150908,0.8773117410363137,0.901062778817309,0.924282475822739,0.946983718461568,0.9691763881239092,0.9908680630532146,1.0120646511474587,1.0327709402779035,1.052991061293464,1.0727288650300213,1.0919882187496386,1.1107732299134705,1.1290884064384312,1.146938762945533,1.164329882257202,1.181267940762959,True
19000N3.traj,11920.128000000088,1344,8.590027003243437,8.892736416926383,9.19310232985059,9.49065920445998,9.78495751661866,10.075574370261233,10.362121124812186,10.644248477298532,10.92164942697473,11.194060519418732,11.461261727110797,11.723075279736392,11.979363713335244,12.23002736518617,12.475001502302316,12.714253236312468,0.968529557095284,1.0026601848863512,1.0365265818721996,1.0700762584759258,1.10325853064123,1.1360257166392,1.1683339970634103,1.2001439878404931,1.231421074492986,1.2621355524117417,1.292262613391131,1.3217822137451538,1.3506788543480783,1.3789412981815374,1.4065622465710257,1.433537991337327,True
20560N3.traj,10616.24076787203,960,9.641742198139355,9.981255684008724,10.314731366267052,10.64187644993951,10.96242688339536,11.27615312639772,11.582863525144996,11.882405781079944,12.174666941714031,12.459572279454587,12.73708336414386,13.007195579749933,13.269935286754752,13.525356789615625,13.773539232995144,14.014583520734112,0.8718785408697086,0.9025798930301614,0.9327352617682958,0.9623181703696152,0.9913047413080678,1.0196742178363056,1.047409269182207,1.0744961233695949,1.100924566388504,1.1266878408103362,1.151782471492408,1.1762080410185412,1.1999669331009393,1.223064058355342,1.2455065736348911,1.2673036034205856,True
20561N3.traj,12919.012372736028,960,11.33624381124259,11.679997014722469,12.015265386401722,12.342115779855346,12.660606063607167,12.970791454885454,13.272729641500932,13.566484704452892,13.852129932614217,14.129749662650742,14.399440294162158,14.661310630773825,14.915481688904736,15.162086101596843,15.401267228083322,15.633178062616569,0.8423859150223953,0.8679299013442225,0.8928433875710275,0.917131341530857,0.940798063380818,0.9638476562626686,0.9862844069048904,1.0081130771079638,1.0293391129010387,1.04996878126466,1.0700092455649608,1.089468590899883,1.1083558098888988,1.1266807583721157,1.144454089243103,1.1616871713649033,True
21000N2.traj,23624.352000000064,1920,9.559042696466724,9.858104755472466,10.153515760574573,10.445019522298612,10.732363396164056,11.015305210135311,11.293618829216808,11.567098421249648,11.835561523756637,12.098851036477877,12.356836278277362,12.60941325185287,12.856504257084946,13.09805698590745,13.33404322008032,13.56445723970935,0.7768831914295918,0.8011885841570209,0.8251972481743891,0.848888362432683,0.872241393991883,0.8952366610292525,0.9178557850855004,0.9400820377549092,0.961900589934178,0.9832986737599176,1.0042656685056364,1.024793122095262,1.044874719679212,1.0645062100726503,1.0836852999207829,1.102411524355965,True
AFI.traj,11535.935999999896,576,13.513092979275966,13.886917883583424,14.247665636019832,14.595775088174396,14.931643595975633,15.255638630331816,15.56810689583284,15.86938122549557,16.159785579103904,16.439638482501035,16.709255225844007,16.96894910422644,17.219031943249277,17.459814110653888,17.691604176272396,17.914708347940227,0.6747212845202181,0.6933867092314073,0.7113991796025478,0.7287806079011299,0.7455508344777608,0.7617282074962279,0.7773300382387521,0.792372945367028,0.8068731044939857,0.8208464199108492,0.8343086343480265,0.8472753909205561,0.8597622593703427,0.8717847366470073,0.8833582299288928,0.894498028457653,True
AFR.traj,15381.247999999818,768,13.517912294345907,13.89272329353315,14.254553662795958,14.60380357654948,14.94083983724104,15.266006106731677,15.579630838125508,15.88203315850789,16.173527011380852,16.45442387740128,16.72503437350816,16.9856689972097,17.236638243516225,17.478252282179362,17.710820345665873,17.934649945239148,0.6749619173982359,0.6936765787427382,0.7117431051776439,0.7291814777832158,0.7460100113463651,0.7622458652230343,0.7779054393818065,0.7930046681344846,0.8075592269717412,0.8215846684121036,0.8350965018478617,0.8481102307080156,0.8606413582968442,0.872705371678157,0.88431771111626,0.8954937309341757,True
ITT.traj,22110.543999999667,1104,13.395594024798994,13.77062951847563,14.132673470263605,14.482126794860848,14.819356254583166,15.144705151691191,15.458501536322816,15.761064239544096,16.052707083927775,16.333741621417108,16.60447872008157,16.865229280893068,17.11630432121052,17.358014618220274,17.59067006589843,17.814578864396356,0.6688544525805566,0.6875803231434434,0.7056575139522235,0.7231060430501672,0.7399442232203812,0.7561891958636263,0.771857340828007,0.786964577644808,0.8015265757665904,0.8155588912712758,0.8290770460903327,0.8420965637980787,0.854632973780143,0.8667017934301152,0.8783184960420766,0.8894984703358666,True
LTA.traj,11535.935999999896,576,13.31349476086261,13.683903171649996,14.041255520856138,14.386009146123204,14.71857910110562,15.039348872192486,15.348678996085727,15.646913737607717,15.934386068463564,16.211421217112147,16.47833905727198,16.735455581659636,16.9830836775615,17.221533387713645,17.45111180736957,17.672122738414643,0.664755160071704,0.6832499960879177,0.701092930821843,0.7183067995667659,0.7349123263371878,0.7509286589647299,0.7663737993818152,0.7812649370508059,0.7956186975582298,0.8094513198631373,0.8227787755574187,0.8356168424509323,0.8479811432965224,0.8598871588159945,0.8713502225606108,0.8823855036407039,True
LTL.traj,17303.903999999777,864,13.508888321406623,13.884172683446868,14.246455735273791,14.596137971980497,14.933586849016072,15.259146862329464,15.573147380612324,15.875908465022643,16.167744973765213,16.448969261799895,16.719892769840072,16.980826765309555,17.232082459974166,17.47397069008235,17.70680130827967,17.930882403953895,0.6745113420471747,0.6932496388386257,0.7113387681344462,0.7287987270266474,0.7456478629071251,0.761903376778606,0.7775817143258088,0.7926988564996513,0.8072705244627644,0.8213123143884347,0.8348397768007734,0.8478684535713815,0.860413883792806,0.8724915878076615,0.8841170368463573,0.8953056140982038,True
NPT.traj,17303.903999999777,864,13.38149426857835,13.761753919175613,14.129763027359248,14.48570971318253,14.82977808401025,15.162157778543488,15.483050013816271,15.792670924548576,16.091252876245967,16.379044318480318,16.65630863499079,16.92332234887663,17.18037295673143,17.4277565954286,17.665775688488484,17.894736674030558,0.6681504386554528,0.6871371562260102,0.7055121928345504,0.7232849414900746,0.7404645948443208,0.7570606217337859,0.7730830691118854,0.7885427287859518,0.8034512029815176,0.817820897016487,0.8316649618856085,0.8449972046440848,0.8578319802638842,0.8701840751341724,0.8820685895422355,0.893500824228024,True
RSM0004.traj,2296.119999999999,104,13.208185650681392,13.390260228201814,13.570499251711688,13.749201674005285,13.926538419466311,14.102581805915758,14.2773300525195,14.450727508926043,14.622681170047716,14.793073985771407,14.96177542695714,15.12864972424801,15.29356215288706,15.456383694660571,15.616994367620936,15.775285475923226,0.5982489189026992,0.606495768397553,0.6146594786762086,0.6227535904467321,0.6307858455239697,0.6387595194568401,0.6466745315845986,0.6545283612913564,0.6623167960232754,0.6700345341359455,0.6776756634686093,0.6852340345111726,0.692703545067442,0.700078351412252,0.707353019107267,0.7145226249046288,True
RSM0009.traj,2943.875103999994,176,12.469616116070236,12.773665642573237,13.06941952123047,13.357220067933364,13.63735676760985,13.910075925709329,14.175589216090954,14.434081141098677,14.685715433189994,14.930640447896184,15.168993617374383,15.400905048712833,15.62650036030542,15.845902853242142,16.059235113666123,16.26662013754058,0.7454978077861981,0.7636754528200577,0.781357141344461,0.798563338764618,0.815311351978925,0.8316159063943925,0.8474896569633863,0.8629436341852947,0.8779876268288331,0.8926305043509529,0.9068804831530984,0.920745341706407,0.9342325901247744,0.9473495999817468,0.9601037001076672,0.9725022438340334,True
RSM0010.traj,3047.0239999999944,176,12.023341266644756,12.330017440319056,12.628765338655112,12.91982184037899,13.203392433498088,13.479658084054469,13.748780926166589,14.010908977270066,14.266180023712767,14.514724787919237,14.756669469024802,14.992137737598757,15.221252257792855,15.444135804647129,15.66091203916468,15.87170599858796,0.6944835560630572,0.7121975637527496,0.729453624127445,0.746265419605066,0.7626448194355108,0.7786022764486236,0.7941471557182759,0.8092880069206991,0.8240327887714215,0.8383890519647336,0.8523640859239605,0.8659650340192219,0.8791989814886748,0.8920730199755235,0.904594292297333,0.9167700207650108,True
RSM0011.traj,2940.0383999999945,176,11.897868983448047,12.209978151513464,12.51390591036909,12.80992782450972,13.09828111244122,13.379172588910222,13.652785267095652,13.919283860424398,14.178819351639367,14.431532754961353,14.677558173478424,14.917025240306202,15.150061023637743,15.376791469661372,15.597342451919424,15.811840490288818,0.71224407854226,0.7309279207599375,0.7491219979388581,0.7668428062414815,0.7841045463180545,0.8009195987536093,0.8172989192960335,0.833252368212163,0.8487889838066516,0.8639172076368806,0.878645067537964,0.8929803237583211,0.9069305830019934,0.9205033848062688,0.9337062643596163,0.9465467955421388,True
RSM0012.traj,2767.827103999995,176,12.255850409081177,12.541001733090312,12.818234807002693,13.087911124117424,13.35033936017554,13.6057851369427,13.854479370703023,14.096625382576883,14.332404903934869,14.56198308987613,14.785512645049767,15.003137162148144,15.214993770468006,15.421215188271292,15.621931267674542,15.817270114470071,0.7793224038022465,0.7974545454208758,0.8150831830399179,0.832231303218234,0.848918533963059,0.8651617655746172,0.8809756815083696,0.8963732105043857,0.9113659084583272,0.9259642772174412,0.940178026932409,0.9540162883447498,0.96748778120296,0.9806009447675936,0.9933640360473632,1.0057852010060877,True
RSM0015.traj,3103.74710399999,208,13.309658597550122,13.51656572804568,13.720707774604666,13.92230077182538,14.121448070729985,14.31817029272699,14.512429636993184,14.704149342608671,14.893229032891275,15.079556596704258,15.263017189553098,15.443499866966317,15.620902295313108,15.795133922091868,15.966117929744,16.133792244762198,0.8919570105188681,0.9058230510502024,0.9195037873542482,0.9330136971558132,0.9463597066031596,0.9595431976558434,0.9725616370626152,0.9854098806313744,0.99808120154154,1.0105680865790332,1.0228628393516996,1.034958024830429,1.0468467850482244,1.0585230515595252,1.0699816763765435,1.0812184995954324,True
RSM0019.traj,3180.5983999999908,240,10.676408096838138,10.978290086988958,11.273179671122929,11.561281172466462,11.842754798402025,12.117727331709744,12.386301281117024,12.648562570303982,12.90458686313242,13.154444640865426,13.398205160467995,13.635939430239382,13.867722340109724,14.093634079825645,14.313760970184829,14.52819582171515,0.8056150513190098,0.8283943112331811,0.8506459416786194,0.8723853603749404,0.8936246561705163,0.9143733957768284,0.9346393142460532,0.9544288951641816,0.9737478479369764,0.9926014909042624,1.0109950500233944,1.0289338834030293,1.0464236420499813,1.0634703768819616,1.0800806014504594,1.0962613190057713,True
RSM0020.traj,3130.7519999999963,240,10.098043664403727,10.394819419268815,10.687753629997063,10.976686277619365,11.261423725536332,11.5417555400086,11.817468001987102,12.08835459935992,12.354223855046492,12.614904870009951,12.870250955014692,13.12014170148799,13.364483808037024,13.603210940609053,13.83628286476118,14.063684050465628,0.774104904973916,0.7968554074626539,0.819311421409073,0.8414606799352522,0.8632883390727605,0.8847782672029171,0.9059140808588184,0.9266799490494246,0.947061193352639,0.9670447128365302,0.9866192624658644,1.0057756118520793,1.024506608613167,1.0428071676537063,1.0606742046456208,1.0781065290740863,True
RSM0021.traj,3184.4351039999906,240,11.010832034299154,11.303830663458228,11.590375669346148,11.870630893890116,12.144715008917265,12.412713752831648,12.674690187468912,12.930693137076531,13.180763979553513,13.424941968278976,13.66326826686407,13.895788877585842,14.12255663732054,14.34363244350632,14.55908585831952,14.768995223117534,0.8298488120899088,0.8519311182766006,0.8735270369143261,0.8946489162096727,0.9153057000530262,0.9355038502551328,0.9552481195712093,0.974542187718069,0.9933891732066686,1.0117920344301556,1.0297538737493417,1.047278158198765,1.0643688699133682,1.0810305985251212,1.0972685866977223,1.113088738751769,True
RSM0022.traj,5168.767999999991,256,12.234730972374871,12.499444158633713,12.758302597060537,13.011477855795327,13.25910887843071,13.501308913939765,13.738171457552228,13.969775346668357,14.196189098300284,14.417474549708448,14.633689856401572,14.844891902074364,15.051138177964768,15.252488191708348,15.44900446680513,15.64075319297025,0.6059647345224186,0.6190755136640367,0.6318963174295118,0.6444356432874545,0.6567003728699504,0.6686961151997121,0.6804275009312425,0.6918984347424968,0.7031123101607344,0.7140721898768467,0.7247809542310294,0.735241420572764,0.7454564363420814,0.7554289488476449,0.7651620547685871,0.774659032365235,True
RSM0023.traj,4211.359999999991,256,11.223744876433331,11.489724213309614,11.75325407444876,12.014117093456196,12.272048319033024,12.526758888578692,12.77795452426589,13.025349509236058,13.268676824993724,13.50769510661828,13.7421930194174,13.971991592989117,14.19694497583072,14.41694000178457,14.631894892462093,14.841757359333114,0.6822685993044859,0.6984369416547784,0.7144563853621845,0.7303137171661395,0.7459928312166286,0.7614761681442936,0.7767458393991669,0.7917844768351407,0.8065758489415298,0.8211052836362334,0.8353599343135857,0.8493289217272381,0.8630033798612972,0.8763764295754478,0.8894430997279511,0.9022002118055178,True
RSM0025.traj,3131.099199999994,272,9.970943930706632,10.20092451250168,10.427759718710456,10.65157968572604,10.872430104608176,11.090296587014208,11.305124642830645,11.51683566516563,11.72533939978577,11.930543399751482,12.132359952425569,12.33071093020275,12.525530968809468,12.716769325027848,12.904390713843718,13.088375376126216,0.8661803973352901,0.8861589142242641,0.9058641909171224,0.9253075324210386,0.944492907938985,0.9634190675491436,0.9820812776707748,1.0004727096877215,1.0185855231740135,1.0364116872223048,1.0539435821962335,1.0711744211154837,1.0880985257561249,1.1047114880319286,1.1210102427177964,1.1369930733291165,True
RSM0030.traj,4424.479999999993,272,10.854004827938416,11.13976666469762,11.420605378605766,11.696487909061078,11.967363765541426,12.233172988252484,12.493852626925245,12.749341917231613,12.999586310642991,13.24454050004198,13.484170574493344,13.718455429085996,13.947387548026148,14.17097327055734,14.389232639742934,14.602198923911786,0.6672624383428682,0.6848299761322816,0.7020948592785532,0.7190550553431405,0.7357074603630874,0.7520483882410318,0.7680739690367392,0.7837804671932077,0.799164529276864,0.8142233699805229,0.828954904590414,0.8433578356578393,0.8574317011407256,0.8711768907513657,0.8845946366601464,0.8976869840758716,True
RSM0040.traj,3736.064000000004,272,11.069192909851033,11.360569349946273,11.646191159851238,11.926111299136991,12.200347494162932,12.46889435534224,12.731733353443062,12.988840798815048,13.24019402769903,13.48577602691492,13.725578732482202,13.959605227306216,14.187871044096491,14.410404756503198,14.6272480169908,14.838455176059886,0.8058803252512479,0.8270936641303208,0.8478880435344613,0.8682673191265616,0.8882327814545774,0.9077840381356116,0.9269197401694697,0.9456381628574057,0.963937656189544,0.9818169815401596,0.9992755518200852,1.0163135914768289,1.0329322313520972,1.0491335517188318,1.0649205850385577,1.08029728823925,True
RSM0043.traj,3361.5350666079903,288,10.685502264864205,11.011191826815711,11.328392908705135,11.637332661314446,11.938213178217383,12.23121618953611,12.516507532516991,12.794241236276498,13.064563116816895,13.327613829450668,13.583531366770355,13.832453020941118,14.074516850236362,14.30986270281704,14.53863285738894,14.76097234212412,0.9154819424169252,0.9433854424499274,0.9705616907335236,0.9970301484436086,1.0228081299761604,1.0479112050855162,1.0723535819015948,1.0961484568910886,1.1193083228609513,1.1418452304752966,1.1637710022693248,1.1850974007690194,1.2058362541367984,1.2259995438839524,1.2455994597590498,1.264648427071578,True
RSM0044.traj,4914.55999999998,288,13.195900821011604,13.408796819386923,13.617176483202204,13.82153435774008,14.022224013212348,14.219488317579223,14.413484701164045,14.604306061445495,14.791997891610082,14.976572159544368,15.15801841165051,15.336312526485678,15.511423496160294,15.683318568660075,15.851967042067182,16.017342962376432,0.7732980035753674,0.7857740029592579,0.7979853389036355,0.8099609924447274,0.8217216832850088,0.8332816438222005,0.8446500996905647,0.8558324948105873,0.8668314951457956,0.8776478020308626,0.8882808028705246,0.8987290841149347,0.908990828658961,0.919064117189356,0.9289471505313532,0.9386384077444232,True
RSM0047.traj,5807.391999999987,288,15.362674349325731,15.520346158317112,15.66827431037868,15.807608729093795,15.939353170123384,16.06438307462348,16.18346154689653,16.297253548072703,16.40633843747827,16.51122101015418,16.61234118177723,16.710082466933326,16.80477938708823,16.89672393305836,16.986171194719837,17.073344258920514,0.7618652594152109,0.7696845147693385,0.7770205629978258,0.7839304310745725,0.7904638972185009,0.7966643762796747,0.8025697121024741,0.8082128814181907,0.8136226157961701,0.818823949016084,0.8238386973622329,0.8286858800778057,0.8333820867407299,0.8379417977503186,0.8423776635156236,0.8467007473525326,True
RSM0052.traj,5725.625791935981,288,14.22975246930168,14.552220038439584,14.86289148148753,15.162138030098532,15.450321303957184,15.727798464111974,15.994924855076684,16.25205495121743,16.499542211834445,16.737738281705145,16.9669918445815,17.18764733981491,17.40004368054177,17.604513060026825,17.80137989605568,17.990959937855493,0.7157590908107858,0.7319792671350082,0.7476060962099755,0.7626582510541411,0.7771539212022296,0.7911110719187731,0.8045475770962839,0.8174812668586906,0.8299299202719274,0.8419112251311061,0.8534427202912299,0.8645417311131953,0.8752253049882971,0.8855101512970854,0.895412588312121,0.9049484982759268,True
RSM0055.traj,2938.1923519999955,296,9.747168485442408,10.032045644772452,10.312548963931755,10.588582590734044,10.860038600568863,11.12680496156444,11.388772049782508,11.645837811687397,11.897911692642747,12.144917465519764,12.386795101517198,12.623501826431497,12.855012501046788,13.081319455496786,13.302431895795412,13.518374987483352,0.9819513245029904,1.0106504799903075,1.0389090051391583,1.0667172435881702,1.0940643227732385,1.1209389563556658,1.147330100577305,1.173227474339119,1.198621954966636,1.2235058631702054,1.24787315151554,1.2717195108347108,1.2950424085474763,1.317841071974533,1.3401164285500966,1.361871013506429,True
RSM0056.traj,3791.487999999984,304,10.73658786384554,11.049423607700136,11.354707635528634,11.652606032218646,11.9432518857436,12.22675489608829,12.503209339669231,12.772700532757913,13.03530995027316,13.291119161426543,13.540212742497785,13.782680320872489,14.018617894684509,14.24812856017578,14.471322765245658,14.68831819346336,0.8608553450806274,0.8859383906109832,0.9104159425536148,0.93430131752876,0.9576051864772008,0.9803363451000916,1.0025023524430152,1.02411004913069,1.045165967789706,1.0656766486070075,1.0856488728750675,1.1050898268820193,1.1240072077200582,1.142409281604862,1.1603049042050768,1.177703511342481,True
RSM0059.traj,4027.07199999999,304,10.243836362736651,10.552118586207309,10.855518503319889,11.153957622732545,11.447327530986422,11.735503439236416,12.018355153420517,12.295755693876144,12.56758783182502,12.833748825274158,13.094153633523788,13.34873687391361,13.597453761505804,13.840280245694736,14.077212529791716,14.308266132205796,0.77329788349251,0.7965698279561503,0.8194732115564992,0.8420021090536006,0.8641483364141196,0.8859024734417164,0.9072546919051474,0.9281954062252568,0.9487157669082686,0.9688080180546448,0.9884657400193592,1.0076839971248956,1.0264594085970589,1.0447901588775197,1.062675961357704,1.0801179875081877,True
RSM0060.traj,4602.764901215998,304,11.626569780908458,11.937391165353354,12.241368399636432,12.538657264557807,12.82936703764124,13.11357303576152,13.391327253823391,13.66266716129166,13.92762278921976,14.186222281347284,14.438496101478435,14.684480092224783,14.924217572516875,15.157760647077072,15.38517088327558,15.606519491572666,0.7679030515902305,0.7884319516968351,0.8085088144533148,0.8281439287543346,0.8473445120806773,0.8661155389053887,0.884460443349346,0.9023817001679512,0.919881292829932,0.9369610801521128,0.953623074185223,0.9698696422354692,0.9857036453994242,1.0011285250511186,1.016148347546524,1.0307678161412674,True
RSM0061.traj,5163.856000000006,304,11.177632157711551,11.447589371217653,11.713025026472916,11.973865945774705,12.230018705643465,12.481381190639624,12.727851525475144,12.969334789000976,13.205747871976095,13.437022800331215,13.663108807235618,13.88397340098046,14.099602641816649,14.3100008096713,14.515189616279049,14.71520708976954,0.6580354246796014,0.6739280043537547,0.6895543965687195,0.7049102932993301,0.7199901946366454,0.7347880889696461,0.7492979788252112,0.7635142761254946,0.7774320881683626,0.791047413270371,0.8043572627508635,0.8173597237990475,0.8300539757716434,0.8424402706311078,0.8545198865632244,0.8662950623119495,True
RSM0062.traj,3329.672615999987,304,10.30757055325528,10.639156094104402,10.961826229758728,11.275821381705844,11.581358491521064,11.878635643366298,12.167836341716306,12.449133328988404,12.722691879527993,12.988672547872737,13.247233380732366,13.498531624604338,13.74272497566986,13.97997242699608,14.21043477149741,14.434274818860082,0.9410839471521236,0.9713577956781776,1.0008176653264895,1.0294855066431523,1.0573811264519877,1.0845226098899354,1.1109267109645988,1.13660920110486,1.161585169902639,1.1858692760301477,1.209475949194236,1.232419546042161,1.2547144642774255,1.2763752200095653,1.2974164936746528,1.3178531498405677,True
RSM0064.traj,4013.5359999999823,304,10.586769061169548,10.906276721563154,11.217573724652288,11.520880777420745,11.81638743808896,12.10425934028529,12.384644514882876,12.657678784703984,12.923490249597547,13.182202911134771,13.4339395080456,13.678823646810464,13.916981318057177,14.148541890162926,14.37363866818951,14.59240910025617,0.8018808837383187,0.8260815708032053,0.8496603524409175,0.8726339458113547,0.895016708752347,0.9168211869649964,0.9380585928528884,0.9587392141368678,0.9788727535713329,0.99846860349203,1.017536060582459,1.0360844872527366,1.0541234264970838,1.071662677152902,1.088712336236583,1.1052828145749525,True
RSM0065.traj,6011.808000000002,312,11.59689281248784,11.88891520962748,12.174769673792952,12.454550985048195,12.728328370757248,12.996152838143116,13.258063328858862,13.514091833458464,13.76426757280628,14.008620340156408,14.247183092942397,14.479993881849056,14.707097203521808,14.928544860921797,15.144396411420583,15.35471927733643,0.6018539776214087,0.6170093165656276,0.6318445529570139,0.6463646056785306,0.6605730674825709,0.6744725855351087,0.6880651808247974,0.7013525135930888,0.7143361003404565,0.7270174872731793,0.7393983848116948,0.7514807677053066,0.7632669452349116,0.7747596058635936,0.7859618404917822,0.7968771481938487,True
RSM0067.traj,5390.09290121599,320,12.873950760506142,13.14384076275297,13.406482587615493,13.6622456548808,13.911415915445463,14.154215637131504,14.390819703144912,14.621368807940916,14.845979959989965,15.064754693299102,15.277785362460891,15.485159858646655,15.68696504253534,15.883289148665778,16.07422337648965,16.259862847780923,0.7643030127426153,0.7803258906970011,0.7959184575592617,0.8111026451094309,0.8258954297315111,0.8403100070613387,0.8543567595963852,0.8680440401102475,0.8813787951827399,0.8943670527029638,0.9070142955948988,0.9193257417973332,0.9313065480706,0.9429619527385912,0.9542973701466764,0.9653184475013552,True
RSM0068.traj,3952.801231999981,320,11.620668199040724,11.982424423082218,12.330468300347338,12.665280949899616,12.987347598582993,13.297151324250496,13.595168507683596,13.881865638801624,14.157697170025225,14.423104160369572,14.678513502527183,14.924337568931984,15.16097415031524,15.388806591379382,15.608204053300984,15.819521852537251,0.9407540641277176,0.9700401285916034,0.99821610663553,1.0253209473721132,1.0513939324603452,1.0764741695871285,1.100600224276284,1.1238098613344445,1.1461398710695638,1.1676259595231488,1.188302685898556,1.2082034339080214,1.2273604067984414,1.2458046383348793,1.2635660140515608,1.2806732986800349,True
